prediction	target	average probability	entropy	dist
처 신 하 시 라	처 신 해 라	0.07571155816316605	0.7255354523658752	3
구 돼	구 니 됐 어	0.09558276236057281	1.0703612565994263	5
노 느 냐	노 느 <UNK> 시 오	0.24254928827285765	0.6703526377677917	9
표 현 하 였 기	표 현 함	0.09718304514884948	0.6172496676445007	5
싶 어 야	어 눌 하 니	0.02944166858990987	1.056729793548584	5
요 하 시 오	요 하 <UNK> 시 오	0.077761485055089	0.8134255409240723	6
표 하 셨 습 니 까	표 하 셨 습 니 까	0.075432380164663	0.42817890644073486	0
유 지 하 세 요	유 지 하 세 요	0.18519078493118285	0.40182945132255554	0
계 속 되 시 라	계 속 돼 라	0.07823140442371368	0.7017697095870972	3
와	오 <UNK> <UNK>	0.10060511231422424	1.4422791004180908	13
죄 송 하 는 데	죄 송 하 니 까	0.03172912836074829	0.9707013368606567	2
본	<UNK> 두 어	0.03740065693855286	1.519175410270691	9
가 산 되 어 요	가 산 돼 요	0.14356356859207153	0.5626119375228882	3
반 기	반 기 는 - g i n e u n	0.2851922012865543	0.9906455874443054	16
시 켰 어 요	시 <UNK> <UNK> 어 요	0.06550483107566833	0.9354264736175537	11
망 쳤 다	망 치 자	0.28102301359176635	0.5631422996520996	2
갈 부 수 시 는 데	갈 부 수 시 는 데	0.10340919146935144	0.520961582660675	0
불 시 는 데	불 까 시 더 니	0.12034177146852017	0.8816677927970886	4
꼬 는 데	<UNK> 어	0.05464160442352295	1.1863559484481812	6
향 긋 하 였 기	향 긋 하 기	0.09723657727241516	0.6108233332633972	2
입 이 어	입 이 가 <UNK> 워	0.0644392840564251	1.173405647277832	9
걱 정 스 러 워 요	걱 정 스 러 워 요	0.1612452785174052	0.3272262513637543	0
연 달 아	연 다 는	0.1515540630556643	0.9422382712364197	2
습 니 까	<UNK> 습 니 까	0.03179638783137004	1.02511465549469	6
소 개 하 시 는 데	소 개 하 시 니 까	0.04743899504343669	0.7386070489883423	2
보 이 치 시 는 데	<UNK> <UNK> 이 치 시 지 만 - i <UNK> h i s i <UNK> i m a n	0.0179315984249115	0.9135746359825134	45
내 심	내 놓 으 신	0.05618902742862701	1.1459063291549683	5
저 장 하 라	저 장 해 라	0.09057599604129792	0.7212004661560059	1
지 랄 하 라	지 랄 해 라	0.08011741004884243	0.7185936570167542	1
꾸 리 셨 습 니 다	꾸 리 <UNK> 니 다	0.04734777758518855	0.8048441410064697	5
고 완 하 셨 어 요	완 고 하 셨 어 요 - g o h a s y e o s s e o y o	0.13595364689826966	0.45213228464126587	32
지 각 하 셨 습 니 까	지 각 하 셨 습 니 까	0.09570732116699218	0.4600089490413666	0
게 으 면	게 으 르 시 면	0.0979231394827366	0.9162276983261108	4
다 푸 하 면	푸 짐 하 셔 야	0.031062039732933044	0.9646993279457092	5
훌 륭 한 데	찬 란 해 서	0.06462947130203248	0.8991304636001587	4
건 설 하 겠 어 요	건 설 하 겠 어 요	0.1507001002629598	0.38443082571029663	0
배 회 하 시 오	배 회 하 <UNK> 시 오	0.11323637783527374	0.5892897248268127	6
습 니 까	고 우 <UNK> 니 까	0.0445226788520813	0.9853186011314392	9
말 갛 기	말 감	0.20621773799260457	0.9396398067474365	3
초 대 하 겠 어 요	초 대 하 시 겠 어 요	0.09799100508292516	0.4696753919124603	2
흡 겠 어 요	<UNK> 겠 어 요	0.030960065126419068	1.08549165725708	5
회 의 해 요	회 의 해 요 - u i h a e y o	0.10960914166644216	0.4883938431739807	16
세 우 시 는 데	세 우 시 지 만 - u s i <UNK> i m a n	0.07251806020736694	0.8141445517539978	24
잡 수 셨 어 요	잡 수 셨 어 요	0.12151415556669236	0.596831738948822	0
결 연 되 시 는 데	연 결 되 시 니 까 - g y e o l d o e s i n i k k a	0.039979711671670276	0.725410521030426	36
나 서 시 는 데	나 서 셔	0.051340536959469316	0.8186383247375488	5
일 서 시 오	일 어 서 <UNK> 시 오	0.11665313839912414	0.7278071045875549	8
가 감 하 시 는 데	가 감 하 셔	0.01747150222460429	0.8657078146934509	5
지 적 하 시 는 데	지 적 하 시 지 만	0.11256273984909057	0.5320062637329102	2
감 지 하 는 데	감 지 하 니 까	0.061314833164215085	0.8187020421028137	2
두 려 워 하 겠 어	두 려 워 하 시 겠 어	0.12008300324281057	0.4480036795139313	2
와	오 <UNK> 하 신 데	0.09674759186018492	1.0319634675979614	13
꼬 는 데	끼 우 셔	0.04830741882324219	1.1246517896652222	3
도 망 치 었 어 요	도 망 쳤 어 요	0.1614072362581889	0.3333033323287964	3
감 명 됐 기	감 명 되 셨 음	0.12073530331254005	0.6519848704338074	4
허 하 셨 어 요	인 식 하 셨 어 요	0.014172261953353882	0.8564314842224121	3
진 찰 합 니 까	진 찰 합 니 까	0.1505378317832947	0.5253525972366333	0
의 심 하 시 는 데	의 심 하 시 지 만	0.0956280767917633	0.5223627090454102	2
개 량 해	개 <UNK> 해	0.2937155842781067	0.578123152256012	5
향 긋 하 였 기	향 긋 하 셨 기	0.09102093745023013	0.5591753125190735	1
셔	속 으 셔	0.08538663983345032	1.2821474075317383	4
마 중 하 지 만	마 중 해	0.11845323443412781	0.6442162394523621	5
들 었 어 요	<UNK> 드 셨 어 요	0.0308340385556221	1.0098227262496948	8
해 내 셨 어 요	해 내 셨 어 요	0.14544400930404663	0.539071261882782	0
허 하 실	허 용 하 실	0.12770901322364808	0.8480501770973206	2
유 지 할	유 지 하 실	0.23043961723645529	0.6571277379989624	3
빼 들 는 데	빼 드 니	0.06516457572579384	1.0886850357055664	4
설 여 했 어 요	설 <UNK> 였 어 요	0.029828190803527832	0.9280696511268616	6
후 근 하 셨 습 니 다	후 줄 근 하 <UNK> 니 다	0.0570848571402686	0.5943906307220459	7
주 체 스 럽 지 만	주 체 스 러 워 서	0.0539946973323822	0.7591828107833862	3
주 체 스 럽 시 는 데	주 체 스 러 우 셔 서	0.029919191130570004	0.7531207799911499	4
형 성 합 니 다	형 성 합 시 다	0.04643417984247208	0.7305456399917603	1
유 예 하 시 는 데	유 예 하 시 니	0.047439141944050786	0.7472231388092041	3
납 했 어 요	납 품 하 자	0.07102253437042236	0.9456841349601746	3
어 눌 시 는 데	피 어 오 르 시 는 데	0.023860228061676026	0.8966546058654785	5
흡 구 하 셔	<UNK> 구 하 셔	0.022946618497371674	1.128007173538208	5
무 쌍 해 야	무 쌍 해 서	0.04809807762503624	1.0090657472610474	1
홀 리 겠 습 니 다	홀 리 시 겠 습 니 다	0.16022406021753946	0.3384266495704651	2
감 당 하 겠 어 요	감 당 하 겠 어 요	0.1573650042215983	0.38117900490760803	0
비 스 럽 음	비 밀 스 러 움	0.08847395963966846	0.8231214284896851	4
놓 이 어 요	놓 이 어 요	0.2236545354127884	0.4785939157009125	0
복 받 치 지 만	복 받 쳐	0.05412216663360596	0.7813779711723328	5
화 내 고	화 내 시 고	0.11389576594034831	0.8815321922302246	2
타 협 하 시 는 데	타 협 하 셔 서	0.06659000267585119	0.6556644439697266	4
자 라 셨 다	<UNK> 자 라 셨 다	0.03325421698391438	1.0189719200134277	6
가 리 시 는	가 리 셔 서	0.01727527929469943	1.011713981628418	2
찌 푸 지 만	찌 니 까	0.04816720187664032	1.1311190128326416	4
해 당 하 시 기	해 <UNK> 하 심	0.07879315197467804	0.8063750267028809	7
무 르 러 요	무 찔 러 요	0.04247432723641396	0.9461048245429993	1
꼬 는 데	<UNK> 으 니	0.05464160442352295	1.1863559484481812	7
는 데	다 그 시 니	0.07335578799247741	1.1629672050476074	6
나	<UNK> 었 어	0.05461038947105408	1.5154153108596802	9
잡 아 가 시 는 데	잡 아 가 시 는 데	0.08276609020928542	0.5195255279541016	0
도 착 해	도 착 해	0.32545706431070964	0.40973955392837524	0
딱 다 그 르 르 딱 다 그 르 해	딱 다 그 르 르 딱 다 그 르 르 해	0.036606274247169494	0.4278911054134369	2
강 조 했 어	강 조 했 어	0.2151018351316452	0.5079801082611084	0
열 었 어	열 었 어	0.1418659100929896	0.8563189506530762	0
시 리 시 겠 어 요	시 시 <UNK> 거 리 시 겠 어 요	0.05150552640358607	0.6681311726570129	10
뜻 한 데	서 늘 하 니	0.0430640459060669	0.9812986850738525	5
개 가 하 셨 기	개 가 하 셨 기	0.10940232694149017	0.5494155287742615	0
덧 대 는 데	덧 대 시 니 까	0.10106718614697456	0.7282546758651733	4
자 잘 하 셨 느 냐	자 <UNK> 하 셨 냐	0.03127474933862686	0.7311329245567322	7
찔 리 셨 다	찔 리 셨 다	0.08448138982057571	1.0023161172866821	0
돌 리 되 시 겠 어 요	되 돌 리 시 겠 어 요	0.04316266184406621	0.6508376002311707	3
어 눌 하 시 는 데	어 눌 하 시 더 니	0.08537049802641074	0.6275765895843506	2
편 하 겠 습 니 다	편 하 시 겠 습 니 다	0.15721587141354879	0.3534826934337616	2
성 내 어 요	성 내 요	0.23903705775737763	0.4130173325538635	2
입 하 겠 어	입 학 하 시 겠 어	0.053893542289733885	0.7520607709884644	4
이 혼 하 셔	이 혼 하 셔	0.2460560083389282	0.3753482401371002	0
악 해	<UNK> <UNK> 해	0.054705023765563965	1.4562228918075562	11
적 히 요	적 히 어 요	0.0865903968612353	0.929201602935791	2
꼬 는 데	시 끄 러 워 서	0.05158571402231852	0.832393229007721	7
골 아 야	기 셔 야	0.048077952861785886	1.2569668292999268	2
살 아 요	살 아 남 읍 시 다	0.029781041542689006	0.9711212515830994	7
키 울	키 우 셔	0.050473755598068236	1.156586766242981	3
못 하 셨 습 니 까	못 하 시 겠 습 니 다	0.1316970189412435	0.3965654671192169	4
읊 조 어 요	읊 어 요	0.17665694355964662	0.6685766577720642	2
달 오 시 는 데	달 래 시 더 니	0.09495720148086548	0.7331635355949402	3
쉬 을	쉬 실	0.07954343277961015	1.3893256187438965	1
패 해 야	패 배 하 셔 야	0.05257165829340617	1.0414420366287231	5
비 볐 음	비 <UNK> 하 셨 음	0.03792900343736013	0.9446689486503601	9
가 누 습 니 까	가 누 <UNK> 니 까	0.08611338645219803	0.6508086919784546	5
적 용 실	적 용 되 실	0.0592170150950551	0.8982629776000977	2
추 적 하 셨 다	추 적 하 셨 다	0.1828545618057251	0.3883586525917053	0
장 시 했 어 요	시 장 하 셨 어 요	0.04986290693283081	0.6365010738372803	4
으 셨 습 니 다	으 <UNK> 하 셨 습 니 다	0.10593327760696411	0.6566528081893921	8
싶 어 야	어 긋 나 셔 서	0.049591445922851564	1.0560886859893799	7
개 명 하 세 요	개 명 하 셔 요	0.1965055251121521	0.3487796485424042	1
좋 아 지 습 니 까	좋 아 지 <UNK> 니 까	0.08774514496326447	0.4978574514389038	5
들 어 갈	들 어 <UNK> 기 시 더 니	0.07353440125783285	0.8943644762039185	13
유 해 하 셨 기	유 해 하 셨 기	0.07734580144286156	0.7336121201515198	0
개 셨 어 요	개 셨 어 요	0.12438319772481918	0.7638727426528931	0
생 존 하 시 는 데	생 존 하 시 지 만	0.0835751677552859	0.5512876510620117	2
가 동 하 세 요	가 동 하 셔 요	0.19061362981796265	0.3824732303619385	1
실 례 하 세 요	실 례 하 세 요	0.1432533359527588	0.5393422842025757	0
덜 컹 이 었 어	덜 컹 였 어 ' y e o s s e o	0.10373936533927917	0.592189371585846	17
비 볐 기	<UNK> 비 하 셨 음	0.05295669039090475	0.9913108944892883	10
썩 음 썩 음 했 습 니 까	썩 음 썩 음 했 습 니 까	0.08249854147434235	0.4392353296279907	0
행 동 하 셨 습 니 다	행 동 하 <UNK> 니 다	0.05712721369096211	0.6011912226676941	5
가 공 합 니 다	가 공 합 시 다	0.0749939352273941	0.5965633988380432	1
조 심 해 요	조 심 해 요	0.24764523804187774	0.3605835735797882	0
마 련 하 겠 습 니 다	마 련 하 시 겠 습 니 다	0.13369013241359165	0.3247492015361786	2
이 사 하 시 면	이 사 하 셔 야	0.044808469414711	0.7791922092437744	2
바 르 지 만	<UNK> 발 라 서	0.0972910352051258	0.8744012713432312	8
끈 적 했 어	끈 적 끈 적 했 어	0.19708261936903	0.527916669845581	4
꼬 는 데	내 몰 려 서	0.047990608215332034	1.1057019233703613	5
안 기	안 <UNK> - g i m	0.15168632604181767	1.2152011394500732	13
선 택 하 시 는 데	선 언 하 시 니	0.07566410650809606	0.6398253440856934	4
저 장 하 면	저 장 하 셔 야	0.08146310457959771	0.7860713601112366	3
과 장 되 어 야	과 장 되 시 면	0.03843733608722687	0.7625771164894104	2
부 러 트 오	부 르 틉 시 다	0.02284999340772629	0.8546921610832214	5
납 량 하 시 는 데	납 량 하 시 는 데	0.06796333740154901	0.7062252759933472	0
드 리 우 실	드 리 우 실	0.1239748664200306	0.7763896584510803	0
뿌 셨 어 요	뿌 여 셨 어 요	0.24399429857730864	0.3897472321987152	2
빨 래 지 만	빨 갛 기	0.08431675136089326	0.8891337513923645	4
그 치 세 요	다 그 치 세 요	0.18341607898473739	0.6270584464073181	2
범 하 셨 어 요	범 하 셨 어 요	0.1317774923145771	0.5958866477012634	0
습 니 다	<UNK> <UNK> 스 럽 겠 다	0.03210214376449585	0.8511849641799927	16
방 어 하 겠 어	방 어 하 시 겠 어 - e o h a s i g e s s e o	0.10072913348674774	0.6215423345565796	28
소 축 할	축 소 하 실	0.07421452548975746	0.7834550738334656	4
성 폭 행 하 고	성 폭 행 하 시 고	0.1640770721435547	0.4393942356109619	2
헤 프 겠 습 니 다	헤 <UNK> 치 시 겠 습 니 다	0.057212049762407936	0.5269849896430969	9
흡 연 해 요	<UNK> <UNK> 해 요 <UNK> <UNK> h a e y o	0.04157532751560211	1.1277060508728027	32
함 하 셨 다	함 <UNK> 하 셨 다	0.08720480054616928	0.8334158658981323	6
검 출 되 시 는 데	검 출 되 셔 서	0.08057500769694646	0.6305146217346191	4
갈 망 해 요	갈 망 해 요	0.18289527148008347	0.5657362341880798	0
근 두 리 세 요	두 근 거 리 셔 요 - g e o r i s e y o	0.028281443119049073	0.8910604119300842	24
여 스 러 우 시 는	여 성 스 러 우 시 지 만	0.022431774934132894	0.6998777985572815	5
습 니 다	<UNK> 사 나 웠 습 니 다	0.03377759059270223	0.835878849029541	12
허 하 라	허 하 여 라	0.11117476224899292	0.8495206832885742	2
부 서 겠 어 요	부 서 지 겠 어 요	0.14286713220179081	0.4489060342311859	2
행 복 했 습 니 까	행 복 했 습 니 까	0.13524412115414938	0.4488827586174011	0
음 탕 했 어	음 탕 했 어	0.24073455035686492	0.405615895986557	0
도 달 하 시 는 데	도 달 하 셔	0.05534899632136027	0.7310709357261658	5
외 우 겠 어 요	외 우 시 겠 어 요 - u s i g e s s e o y o	0.09621011152863503	0.5813391208648682	26
해 롭 셨 다	해 로 우 셨 다	0.11587892472743988	0.7820361256599426	3
터 지 하 시 는 데	지 저 분 하 셔 서	0.024481743574142456	0.8367220163345337	6
맹 세 하 세 요	맹 세 해 라	0.06942448329180478	0.78883296251297	4
뿌 시 느 냐	뿌 시 <UNK> 니 까	0.08192647844552994	0.6765676140785217	8
서 툴 하 겠 어 요	서 <UNK> 하 시 겠 어 요	0.04058129365245501	0.746412456035614	7
습 니 까	<UNK> 습 니 까	0.03179638783137004	1.02511465549469	6
지 다 하 셨 습 니 다	지 루 하 <UNK> 니 다	0.052885439938732556	0.6215556859970093	6
명 령 하 시 야	<UNK> 명 하 셔 야	0.021833055019378662	0.9391610622406006	7
저 주 하 면	저 주 하 셔 야	0.07589777261018753	0.7661014199256897	3
계 시 했 어 요	계 셨 어 요	0.1055031681060791	0.6062134504318237	3
꼬 는 데	목 <UNK> 해	0.038981862862904865	0.9661192297935486	7
습 니 까	<UNK> 습 니 까	0.03179638783137004	1.02511465549469	6
떠 나 가 셨 습 니 다	떠 나 가 <UNK> 니 다	0.06622664353677205	0.6219494938850403	5
본	<UNK> 음	0.11087337732315064	1.6186984777450562	7
고 명 하 시 는	고 명 하 셔 서	0.025175340455025435	0.8819394111633301	2
운 동 하 셨 기	운 동 하 셨 기	0.15909432888031005	0.47635945677757263	0
연 습 하 다	연 습 하 <UNK> 니 다	0.07663882561028004	0.6704264879226685	8
이 기 하 시 다	이 야 기 하 신 다	0.07994866728782654	0.7460554242134094	3
뜻 한 데	절 하 시 니	0.020474785566329957	0.9723238348960876	5
꼬 는 데	일 없 으 니 까	0.03083327611287435	1.0933616161346436	7
꼬 는 데	뿌 셔 서	0.0389552116394043	1.0424933433532715	3
본	<UNK> 아 라	0.14061692953109742	1.6699745655059814	9
훌 륭 한 데	옹 <UNK> 하 셔 서	0.04098075926303864	0.9723763465881348	10
입 증 할	입 증 하 실	0.05155542666713397	0.8976579308509827	3
들 이 물 면	물 들 이 셔 야	0.04231610670685768	0.9559280872344971	4
일 컬 려 요	일 컬 리 셨 어 요	0.20329083651304244	0.5061133503913879	5
불 피 하 시 는	불 가 피 하 시 니	0.023379451148211956	0.8282454609870911	3
남 겠 어 요	남 겠 어 요	0.113082380220294	0.7137373089790344	0
늘 었 어 요	느 셨 어 요	0.15752343980129807	0.6622125506401062	2
작 렬 합 니 까	작 렬 합 니 까	0.1314080423116684	0.5845323204994202	0
간 질 대 시 는 데	간 질 대 시 는 데	0.06724725812673568	0.6376771926879883	0
이 롭 셨 느 냐	이 롭 으 셨 냐	0.13105447769165038	0.48883482813835144	2
날 다	<UNK> 으 셔 요	0.02953668236732483	1.3018583059310913	10
배 부 르 고	배 부 르 시 고	0.06324132289737464	0.7837091684341431	2
달 궈 요	매 달 리 세 요	0.11829509635766347	0.8613467812538147	5
설 하 셔	설 하 셔	0.2988101045290629	0.5378190875053406	0
평 화 된	평 화 로 웠 습 니 까	0.08327581795553367	0.6763579249382019	9
괴 었 다	괴 로 웠 다	0.13499185194571814	0.9768469333648682	3
팔 리 시 는 데	팔 리 셔 서	0.0246322238445282	1.0370863676071167	4
권 고 해	권 고 해 - g o h a e	0.26698167324066163	0.5462941527366638	12
꼬 는 데	<UNK> 내 서	0.047744754950205484	1.1330615282058716	7
빼 치 겠 습 니 다	빼 치 시 겠 습 니 다	0.09025304466485977	0.4630188047885895	2
성 교 하 더 니	성 교 하 여 서	0.05860672950744629	0.8669987916946411	2
보 이 어 요	보 이 어 요	0.24091027081012725	0.4081207811832428	0
거 격 하 는 데	돌 격 해 서	0.024875862598419188	0.9551113843917847	5
주 차 합 니 까	주 차 합 니 까	0.1287485384941101	0.60328209400177	0
선 호 되 세 요	선 호 되 셔 요	0.1326390679180622	0.5409424901008606	1
접	접 는	0.2952704168856144	1.1729837656021118	2
겸 손 해 야	겸 해 서	0.11777853071689606	0.9493091702461243	3
급 격 하 시 면	급 격 하 시 면	0.03409599706530571	0.8833293914794922	0
둔 쳐	둔 함	0.1421605557203293	0.9695013761520386	1
세 수 하 시 오	세 수 하 <UNK> 시 오	0.09561705827713013	0.6412038803100586	6
갖 추 겠 어	갖 추 시 겠 어	0.22790046334266661	0.4602668881416321	2
거 의 하 시 는 데	의 거 하 시 니	0.04730670750141144	0.7648726105690002	5
습 니 다	<UNK> 으 시 겠 어 요	0.038961160182952884	0.9559097290039062	13
귀 엣 여 요	귀 여 워 요	0.15490004271268845	0.7300577163696289	2
추 진 하 셨 기	추 진 하 셨 기	0.08291779279708862	0.7041955590248108	0
험 했 어	험 악 했 어	0.2489312450091044	0.684211254119873	2
묘 사 하 셨 습 니 다	묘 사 하 <UNK> 니 다	0.0531447953411511	0.5807925462722778	5
나 오 셨 습 니 까	나 오 <UNK> 니 까	0.06784729932745298	0.7456235885620117	5
많 아 지 만	많 으 니 까	0.12435363605618477	0.838006854057312	3
구 속 되 세 요	구 속 되 셔 요	0.19197815418243408	0.3663996160030365	1
와	<UNK> 어	0.06701006889343261	1.9695117473602295	7
꼬 는 데	발 표 하 니 까	0.03433743715286255	0.9849634170532227	7
도 망 한	도 망 가 는	0.22335774699846903	0.7647108435630798	3
식 다	식 자	0.05578013062477112	1.1862423419952393	1
고 약 하 시 는 데	고 약 하 시 더 니	0.09405095974604288	0.565670907497406	2
는 데	<UNK> 차 시 지 만	0.038002106547355655	1.1875842809677124	12
뭉 클 했 습 니 다	뭉 클 했 습 니 다	0.15914872884750367	0.35135719180107117	0
따 라 하 시 면	따 라 하 시 면	0.04542844295501709	0.8065001964569092	0
긴 장 됐 어 요	긴 장 되 셨 어 요	0.06206353306770325	0.6126534342765808	3
선 신 하 시 는 데	신 선 하 시 더 니	0.047173743384579817	0.7238764762878418	4
본	<UNK> 청 나 기	0.1258002281188965	1.4915311336517334	11
과 배 되 세 요	<UNK> 배 되 세 요	0.021327836513519285	0.9555190205574036	5
비 싸	비 싸 기	0.124226775765419	1.1275521516799927	2
으 스 름 하 겠 습 니 다	으 스 름 하 시 겠 습 니 다	0.11570530831813812	0.30878376960754395	2
중 존 합 시 오	존 중 합 시 다	0.06217541464837268	0.7628217339515686	3
훑 어 보 시 는 데	훑 어 보 시 더 니	0.07233674402038257	0.5549594163894653	2
는 데	<UNK> 으 셔	0.06458600163459778	1.1462024450302124	8
견 책 합 니 까	견 책 합 니 까	0.16981544971466064	0.44835829734802246	0
좋 아 지 어 요	좋 아 지 어 요	0.19478780269622803	0.3572426736354828	0
호 전 되 시 는 데	호 전 되 셔 서	0.030675684412320454	0.844530463218689	4
거 스 르 셔	거 스 릅 니 까	0.05580780357122421	0.7373563051223755	4
증 류 해 요	증 류 해 요	0.1910290002822876	0.515282392501831	0
었 어 요	<UNK> 으 셨 어 요	0.04423661629358928	1.127150535583496	9
꼬 는 데	별 러 서	0.04460775852203369	1.1233948469161987	3
의 탁 하 시 는 데	의 탁 하 시 지 만	0.12281609574953715	0.4826962649822235	2
과 시 하 세 요	과 시 해 요	0.1291188883781433	0.5923834443092346	3
선 거 하 는 데	선 거 하 여 서 - g e o h a e s e o	0.08647706031799317	0.7201921343803406	22
살 아 오 세 요	살 아 오 세 요	0.13807612299919128	0.6273784637451172	0
뛰 습 니 까	뛰 어 드 셨 습 니 까	0.17458196878433227	0.5611070394515991	6
이 었 어	이 <UNK> 어	0.049167750279108684	1.2146812677383423	5
붙 이 겠 어	붙 이 시 겠 어	0.13332875370979308	0.6574791669845581	2
솔 깃 했 다	솔 깃 했 다	0.10007102116942405	0.6408308744430542	0
박 수 하 세 요	박 수 갈 채 하 셔 요	0.14289907097816468	0.5798154473304749	5
서 명 하 셔	서 명 하 셔	0.2471605956554413	0.3654545843601227	0
떠 나 세 요	터 세 요	0.03645868301391601	1.1796170473098755	3
접 습 니 다	접 읍 시 다	0.11446068957448005	0.8166486024856567	2
꼬 는 데	음 <UNK> 하 니	0.02059397300084432	1.0465161800384521	9
답 장 하 세 요	답 장 하 셔 요	0.17040388226509096	0.43159082531929016	1
착 착 했 어	착 했 어	0.12275190856307745	0.6904965043067932	2
날 라	다 다 르 자	0.10355865657329559	1.1547256708145142	6
뜨 겁 다	뜨 거 우 셨 다	0.14222778514958917	0.6362428665161133	5
희 어 요	희 망 해 요	0.14931682447592418	0.724506676197052	3
한 하 시 는 데	한 담 하 시 는 데	0.11441760361194611	0.6735625863075256	2
개 가 하 겠 어 요	개 가 하 겠 어 요	0.15989227096239725	0.3392437696456909	0
습 니 다	<UNK> 시 겠 어 요	0.038961160182952884	0.9559097290039062	11
찌 그 러 지 어 요	찌 그 러 져 요	0.16552435954411823	0.30968788266181946	3
복 잡 하 겠 다	복 잡 하 겠 다	0.1961356782913208	0.34865954518318176	0
한 하 셨 어 요	한 담 하 셨 어 요	0.07934385418891907	0.716419517993927	2
요 청 하 시 는	요 청 하 시 니	0.018647682666778565	0.9035865664482117	1
흡 울 했 어	<UNK> 울 했 어	0.025510969758033752	1.213043212890625	5
노 여 우 면	노 여 우 시 면	0.1283133566379547	0.7145182490348816	2
잡 아 가 셨 기	잡 아 가 셨 기	0.16483875155448913	0.4457705318927765	0
데 려 가 시 는 데	데 려 가 시 는 데	0.056627078106005986	0.7613867521286011	0
채 웠 습 니 다	채 <UNK> 시 다 - u p s i d a	0.11130675971508026	0.5855579376220703	20
가 감 하 셨 어 요	가 감 하 셨 어 요	0.11005618969599405	0.5119020342826843	0
관 대 했 어 요	관 대 했 어 요	0.19254377841949463	0.37661242485046387	0
다 루 겠 어	치 루 시 겠 어	0.08136855885386467	0.8766574859619141	3
뒤 따 랐 어 요	뒤 따 르 셨 어 요	0.1774330186843872	0.43843984603881836	3
획 득 하 느 냐	<UNK> <UNK> 하 냐	0.026859707832336426	1.0127079486846924	11
거 쳐 야	거 치 니	0.038916272173325224	1.1378228664398193	2
타 나	나 타 남	0.08426594883203506	1.104566216468811	3
연 습 하 세 요	연 습 하 셔 요	0.1931284785270691	0.3616836965084076	1
물 서 는 데	<UNK> 서 시 더 니	0.020626525580883025	1.0593265295028687	9
헤 집 어 요	헤 집 어 요	0.22106713354587554	0.49250635504722595	0
친 근 하 였 기	친 근 하 셨 음 - g e u n h a s y e o s s e u m	0.09099122524261474	0.6667889952659607	34
건 축 하 시 는 데	건 축 하 시 니 까	0.08559901043772697	0.6255406141281128	2
잠 기 시 라	잠 겨 라	0.21758959889411927	0.5484137535095215	3
는 데	<UNK> 으 시 는 데	0.06252233982086182	1.2295143604278564	10
능 하 시 는 데	능 숙 하 신 데	0.04996131420135498	0.7716745138168335	3
오 만 하 시 는	오 만 하 시 더 니	0.03432645499706268	0.7941926121711731	3
확 정 하 는 데	정 확 하 여 서	0.05850075960159302	0.8395609855651855	4
검 소 하 는 데	검 소 해	0.1493321943283081	0.5322901010513306	5
환 하 세 요	환 영 하 셔 요	0.2463885337114334	0.37445399165153503	3
배 회 했 어	배 회 했 어	0.24741280674934388	0.3661108613014221	0
발 표 해 요	발 표 해 요	0.21662050485610962	0.49279361963272095	0
고 생 해	고 생 해	0.1650087758898735	0.7506267428398132	0
빼 놓 습 니 까	빼 놓 습 니 까	0.06793390065431595	0.6584900617599487	0
범 하 심	통 하 셔	0.046891101201375324	0.9206163883209229	2
집 어 넣 겠 어	집 어 넣 으 시 겠 어	0.12180877566337585	0.6811910271644592	4
뒤 지 심	뒤 짐	0.11077774663766225	0.788567304611206	3
떠 아 가 셨 습 니 까	<UNK> 아 가 <UNK> 니 까	0.015284201077052525	0.7805924415588379	10
자 맥 하 세 요	<UNK> 자 하 세 요	0.023127622604370117	0.9155482649803162	6
떠 상 하 는 데	상 징 해 서	0.018664463758468627	0.9479880332946777	5
돌 아 야	돌 아 다 니 시 더 니	0.11355124798913797	0.812164843082428	9
입 맞 추 지 만	입 맞 추 니 까	0.10496163636445999	0.6302227973937988	2
꼬 는 데	구 니	0.05306915044784546	1.254486322402954	4
이 해 하 시 는 데	이 해 하 시 지 만	0.10557764271895091	0.5423963069915771	2
어 울 리 어 요	어 울 리 어 요	0.1956971764564514	0.3543296456336975	0
는 데	푸 셔	0.04565254151821137	1.125391960144043	2
같 았 습 니 까	같 았 습 니 까	0.11992064952850341	0.5632388591766357	0
등 락 하 셨 다	등 락 하 셨 다	0.11497534096240997	0.5499432682991028	0
살 리 심	살 리 기	0.2734990040461222	0.5802592635154724	1
지 습 니 다	다 집 시 다	0.07560587674379349	0.9795551896095276	3
터 지 셨 다	터 지 셨 다	0.2038037084043026	0.48123982548713684	0
참 여 하 세 요	참 여 하 세 요	0.14659168258309363	0.5267260074615479	0
보 충 하 였 음	보 충 하 기	0.09439132362604141	0.6556172370910645	3
처 방 하 세 요	처 방 하 세 요	0.1957603621482849	0.35160693526268005	0
바 듯 했 어	바 듯 했 어	0.24924880862236024	0.3532181978225708	0
힘 없 시 는 데	끊 임 없 으 시 니	0.0285795259475708	0.947863757610321	6
면	구 부 러 지 어 서	0.058139628171920775	1.1471893787384033	11
승 진 해 요	승 진 돼 요	0.09681508615612984	0.6994267106056213	1
개 명 하 시 는 데	개 명 하 시 니	0.0568379466732343	0.7169045209884644	3
습 니 까	<UNK> 으 셨 어 요	0.03292037844657898	1.1229764223098755	11
